Speaker,About,Sentence
Ross,Marcel,"Marcel. Bring me the rice, c'mon. Bring me the rice, c'mon. Good boy. Good boy. C'mere, gimme the rice. "
Rachel,Paolo,"Oh, I don't know. I guess it's not about no guys, it's about the right guy, y'know? I mean, with Barry, it was safe and it was easy, but there was no heat. With Paolo, that's all there was, was heat! And it was just this raw, animal, sexual..."
Ross,Marcel,"Alright, I've gotta go. C'mon, Marcel! C'mon! We're gonna go take a bath. Yes we are, aren't we? Yes, we are."
Ross,Rachel,"That's right, you're gonna spend tomorrow at Aunt Rachel's, aren't you."
Ross,Monica,"'Pwease, Aunt Monica, pwease?' Oh, unclench. You're not even gonna be there."
Chandler,Rachel,"I mean, don't you think if things were gonna happen with Rachel, they would've happened already?"
Rachel,Monica,"I don't know. We were watching TV, and then he pooped in Monica's shoe"
Chandler,Marcel,Rachel lost Marcel.
Chandler,Rachel,Rachel lost Marcel.
Monica,Phoebe,"Okay, we'll start with the building. You guys take the first and second floor, Phoebe and I'll take third and fourth."
Monica,Mr. Heckles,"Mr. Heckles, our friend lost a monkey. Have you seen it?"
Phoebe,Mr. Heckles,"Okay, thank you, Mr. Heckles. "
Rachel,Ross,"Oh God, Ross, I cannot do this."
Rachel,Ross,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me."
Rachel,Marcel,Y'know Marcel?
Ross,Marcel,Marcel is an 
Luisa,Marcel,Marcel?
Ross,Marcel,My uncle Marcel.
Luisa,Rachel,"Oh my God, you are! And you're Rachel Green!"
Luisa,Luisa Gianetti,Luisa Gianetti! Lincoln High? I sat behind you guys in home room!
Rachel,Monica,Luisa? Oh my God! Monica! It's Luisa!
Monica,Bob,"Be that as it may, d'you think you could just help us out here on that monkey thing? Y'know, just for old times' sake? Go Bobcats?"
Chandler,Marcel,Marcel?
Joey,Marcel,Marcel?
Chandler,Marcel,Marcel?
Joey,Marcel,Marcel?
Joey,Marcel,Marcel?
Chandler,Marcel,Marcel?!
Phoebe,Marcel,Marcel?
Monica,Marcel,Marcel?
Phoebe,Marcel,Marcel?
Monica,Phoebe,"Look, Phoebe!"
Phoebe,Marcel,"Yeah! Oh, c'mere, Marcel! Oh, Marcel, c'mere!"
Monica,Marcel,"Run, Marcel, run! Run, Marcel! "
Ross,Marcel,Marcel?
Rachel,Marcel,Marcel?
Rachel,Ross,"Ross, you don't know that."
Rachel,Ross,"Ross, I said I'm sorry like a million times. What do you want me to do? You want me to break my foot too? Okay, I'm gonna break my foot, right here. "
Ross,Marcel,"Yeah, yeah. Y'know, now that you kicked the sign, hey! I don't miss Marcel any more!"
Ross,Rachel,"Oh, no no no. Nono, this is just vintage Rachel. I mean, things just sort of happen around you. I mean, you're off in Rachel"
Rachel,Ross,Ross.
Rachel,Ross,Ross.
Rachel,Ross,Ross!
Ross,Marcel,"Marcel? Marcel? Okay, where is he? Where is he? Marcel? Marcel?"
Ross,Marcel,Marcel! What've you done to him?
Ross,Marcel,"Are you insane? C'mere, Marcel, c'mon. "
Ross,Marcel,"C'mere, Marcel. "
Rachel,Ross,"Oh, Ross, c'mon. It's my fault, I almost lost your..."
Monica,Rachel,"Look look! It's Rachel and Barry. No, don't everybody look at once!"
Monica,Rachel,"Rachel, what's going on? I mean isn't this the same Barry who you left at the altar?"
Monica,Don,Don't you have to pee?
Monica,Joey,Joey!!
Mindy,Barry Farber,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S."
Chandler,Dan,Danielle! Hi! Uh
Chandler,Danielle,Danielle! Hi! Uh
Rachel,Monica,"Monica, would you calm down? The credit card people said that you only have to pay for the stuff that you bought."
Phoebe,Ross,"Oh! The yuk! Ross, he's doing it again! "
Ross,Marcel,"Marcel, stop humping the lamp! Stop humping! Now Marcel, come back"
Monica,Ross,"Ross, you've got to do something about the humping."
Chandler,Joey,"Well, that's what we said about Joey..."
Rachel,Monica,"Oh, Monica. You are not still going over that thing."
Rachel,Monica,"Oh, Monica, c'mon, you do cool things."
Chandler,Joey,How about Joey... Pepponi?
Chandler,Joey,Joey... Switzerland?
Rachel,Monica,"Go to the post office! I'm sure her picture's up! ...Okay, Monica, y'know what, honey, you're kinda losing it here! I mean, this is really becoming like a weird obsession thing."
Phoebe,Rachel,"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel."
Woman,Monica,Hi. I'm Monica.
Ross,Marcel,She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.
Joey,Ross,"I can't believe it, Ross. This sucks!"
Rachel,Don,"Go Monana! Well, you ladies are not the only ones living the dream. I get to go pour coffee for people I don't know. Don't wait up. "
Rachel,Mona,"Go Monana! Well, you ladies are not the only ones living the dream. I get to go pour coffee for people I don't know. Don't wait up. "
Ross,Marcel,"Marcel! Marcel! Marcel, no! Good boy. See, how can nobody want him?"
Joey,Russ,Apparently he was this Russian dictator who slaughtered all these people. You'd think you would've known that!
Joey,Phoebe,Phoebe. Whaddyou think a good stage name for me would be?
Ross,Marcel,"He's in! Oh, did you hear that, Marcel? San Diego. San Diego!"
Rachel,Monica,"Oh God, oh. Great, Monica, y'know what, you could've called, I have been up here, I've been worried..."
Rachel,Monica,Monica? Monica!
Rachel,Monica,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!"
Rachel,Mona,"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people."
Ross,Phoebe,"Aww. Thank you, Aunt Phoebe."
Joey,Ross,"I dunno what to say, Ross. Uh, it's a monkey."
Joey,Marcel,"Marcel, I'm hungry."
Ross,Marcel,"Marcel, c'mere, c'mere. "
Chandler,Rachel,Hello Rachel.
Rachel,Ethan,Off to see young Ethan?
Joey,Ethan,How young is young Ethan? Young?
Phoebe,Ross,Ross says hi.
Joey,Ross,Would you let it go Ross. It was just a dream. It doesn't mean...
Phoebe,Don,"Don't feel bad. You know they used to like you a lot. But then you got promoted, and, you know, now you're like "
Ross,Chandler,"Oh, oh Chandler..."
Monica,Ethan,Ethan?
Monica,Ethan,"Ethan, focus. How could you not tell me?"
Monica,Don,Don't say it. 
Joey,Chandler,"So, tell me. Was it like you and Chandler, and then you and me, or you and me and Chandler?"
Rachel,Ethan,"Mon, Ethan called again. Mon?"
Rachel,Ethan,Ethan called again.
Chandler,Kara,"I Think last night was great. You know, the Karaoke thing. Tracy and I doing "
Phoebe,Chandler,"Well, you know what Chandler? I think you've gotta face it. You're like, the guy in the big office, you know. You're the one that hires them, that fires them... They still say you're a great boss."
Monica,Ethan,"Ethan, it's um... it's icky."
Rachel,Ross,Ross?
Rachel,Ross,Ross?
Ross,Monica,"Monica, let's go. Come on now people, woman in labor."
Ross,Joey,"Joey, get out of the fridge."
Ross,Monica,"Monica, come on now. Let's go, baby coming."
Rachel,Ross,"Rossy, Rossy."
Monica,Joey,"Joey, what are you gonna do when you have a baby?"
Chandler,Joey,"Yes, Joey's made arrangements to have his baby in a movie from the 50's."
Rachel,Ross,"Oh, Ross, relax. It's probably like two dollars for the first contraction, and then fifty cents for each additional contraction."
Rachel,Chandler,"What, it's ok when Chandler does it?"
Carol,Ross,"Let it go, Ross."
Ross,Dr. Franzblau,"Dr. Franzblau, hi."
Phoebe,Ross,"Thanks, Ross."
Rachel,Dr. Franzblau,"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?"
Chandler,Rachel,"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor? "
Lydia,Joey,"Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. "
Lydia,Joey,"Joey Tribbiani. Yes, ok. Hold on. "
Carol,Jamie,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie."
Phoebe,Don,"Don't make me do this again, I don't like my voice like this."
Joey,Lydia,"Come on, Lydia, you can do it. Push! Push 'em out, push 'em out, harder, harder. Push 'em out, push 'em out, way out! Let's get that ball and really move, hey, hey, ho, ho. Let's"
Monica,Ross,"Ross, can I?"
Phoebe,Ross,"Oh, look, he's got Ross's haircut!"
Monica,Joey,"Oh, Joey, please tell me you're only donating your "
Monica,Joey,"Oh Joey, Melanie called, said she's gonna be late."
Monica,Melanie,"Oh Joey, Melanie called, said she's gonna be late."
Monica,Joey,Joey... we 
Ross,Rachel,"Hey, is Rachel here? Um, I wanted to wish her a happy birthday before I left."
Ross,Rachel,"Well, Rachel's having drinks with him tonight."
Rachel,Melanie,"Well, thank you, Melanie."
Rachel,Joey,This one's from Joey... feels like a book. Thinks it's a book... feels like a book. And...
Chandler,Ross,"Oh, that's Ross's. "
Chandler,Ross,"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?"
Monica,Ross,"I think this is so great! I mean, you and Ross! D"
Rachel,Ross,"Ross? All this time? Well, I've got to talk to him. "
Monica,Rachel,"Rachel, what're you gonna say to him?"
Chandler,Rachel,"Rachel, I love you! Deal with me first! "
Rachel,Ross,"Ross! Excuse me, pardon me, excuse me...."
Melanie,Joey,"Mmmmmm... Oh, Joey, Joey, Joey... I think I blacked out there for a minute!"
Monica,Ross,"Uh, so, uh, Rach, uh... do you wanna save this wrapping paper, I mean, it's only a little bit torn... so are you gonna go for it with Ross or should I just throw it out?"
Monica,Ross,"Well, it's the thought. Hey, doesn't Ross's flight get in in a couple hours? At gate 27"
Rachel,Monica,"Uh, yeah. Uh, Monica, y'know, honey, I've been thinking about it and I've decided this"
Rachel,Monica,"Monica, nothing has even happened yet, and you're already so..."
Ross,Rachel,"Rachel, come on. Give us a chance."
Rachel,Ross,"Ross, it's too hard."
Rachel,Ross,"Ross, you're like my best friend."
Man,Rachel,"For God's sake, will you let it go? There's no Rachel!"
Phoebe,Chandler,"Ok, so this is pretty much what's happened so far. Ross was in love with Rachel since, you know, forever, but every time he tried to tell her, something kind of got in the way, like cats, and Italian guys. Finally Chandler was like "
Phoebe,Rachel,"Ok, so this is pretty much what's happened so far. Ross was in love with Rachel since, you know, forever, but every time he tried to tell her, something kind of got in the way, like cats, and Italian guys. Finally Chandler was like "
Phoebe,Ross,"Ok, so this is pretty much what's happened so far. Ross was in love with Rachel since, you know, forever, but every time he tried to tell her, something kind of got in the way, like cats, and Italian guys. Finally Chandler was like "
Ross,Julie,"Well, where do I start? This is Julie. Julie, this is Rachel."
Ross,Rachel,"Well, where do I start? This is Julie. Julie, this is Rachel."
Monica,Ross,"I'm telling you, she went to the airport, and she's gonna go for it with Ross! "
Ross,Chandler,"That's all right, Rach, we got the bags. Hi, hello. Julie, this is my sister Monica. This is Chandler."
Ross,Julie,"That's all right, Rach, we got the bags. Hi, hello. Julie, this is my sister Monica. This is Chandler."
Ross,Monica,"That's all right, Rach, we got the bags. Hi, hello. Julie, this is my sister Monica. This is Chandler."
Ross,Julie,"Everyone, this is Julie."
Julie,Ross,"Well, Ross and I were in grad school together."
Rachel,Julie,"Julie! Julie, isn't that great? I mean, isn't that just kick"
Ross,Julie,"Look, you were right. She looks at me and sees a friend, that's all. But then I met Julie, and I don't know, we're havin' a great time. And I have to say, I never would've gone for it with her if it hadn't been for you."
Ross,Rachel,Rachel! I'll just call her back. 
Monica,Rachel,"Rachel, how did this happen?"
Joey,Phoebe,"Whoa, whoa. And the fact that you dumped him because he hit on Phoebe?"
Joey,Chandler,"Hey, Chandler, when you see Frankie, tell him Joey Tribbiani says hello. He'll know what it means."
Monica,Phoebe,"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed."
Phoebe,Ross,"I'm not gonna lie to you, Ross, it doesn't look good. I put a clip on one side, which seems to have stopped the curling."
Phoebe,Ross,"Your hair looks too good, I think it would upset her. Ross, why don't you come on in. "
Joey,Ross,You gotta tell Ross how you feel.
Rachel,Julie,Come on. How can I just tell him? What about Julie?
Joey,Ross,What about her? They've only been going out for two weeks. Ross has been in love with you for like 10 years.
Joey,Ross,"Look, Rach, Rach! I've been with my share of women. In fact, I've been with like a lot of people's share of women. The point is, I've never felt about anyone the way Ross felt about you."
Chandler,Joey,Joey's tailor...took advantage of me.
Monica,Mary,Even Mary Tyler Moore would've been better.
Chandler,Monica,"Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true."
Chandler,Joey,Carol? I was just wondering if Joey could ask you a question about breast
Joey,Chandler,Chandler?
Julie,Rachel,"Rachel, do you have any muffins left?"
Joey,Monica,Monica what're you doin'? You can't go shopping with her? What about Rachel?
Joey,Rachel,Monica what're you doin'? You can't go shopping with her? What about Rachel?
Phoebe,Monica,"Monica, she will kill you. She will kill you like a dog in the street."
Ross,Monica,"It's a big deal to me. This is great, Monica. I really appreciate this."
Annabelle,Joey,"Hey, Joey. So did you hear about the new guy?"
Monica,Phoebe,"Phoebe, listen. You were with me, and we were shopping all day."
Phoebe,Monica,"I went shopping with Monica all day, and I had a salad."
Susan,Ross,"Honey, relax. Ross is great with him. "
Rachel,Phoebe,"Phoebe, that is juice, squeezed from a person."
Rachel,Monica,"Monica, what is with you? Who'd you have lunch with?"
Monica,Julie,Julie.
Rachel,Julie,You were with Julie?
Monica,Rachel,"Really, Rachel, I was thinking of you the whole time. Look, I'm sorry, all right. I never meant for you to find out!"
Rachel,Monica,"Ok, Monica. I just have to know one thing. Did you go with her to "
Phoebe,Ross,"Oh, I tasted Ben's milk, and Ross freaked out."
Carol,Ross,"Ross, you're being silly. I've tried it, it's no big deal. Just taste it. "
Monica,Rachel,"Rachel, "
Rachel,Monica,"Yes. Monica, you don't get it. It's bad enough that she's stolen the guy who might actually be the person that I am supposed to be with, but now, she's actually "
Monica,Julie,"Look, I know that you're in a place right now where you really need to hate Julie's guts, but she didn't do anything wrong. I mean, she was just a girl who met a guy, and now they go out. I really think that if you gave her a chance, you'd like her. Would you just give that a chance, for me?"
Julie,Ross,"Yes. Oh my god, are you kidding? Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't."
Rachel,Monica,"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right."
